,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
317,road town,18.4167,-64.6167,77.04,94,40,12.66,VG,1651354230
318,buala,-8.145,159.5921,82.53,74,100,1.54,SB,1651354252
319,mezinovskiy,55.5042,40.3593,30.56,77,6,4.25,RU,1651354253
320,pisco,-13.7,-76.2167,71.65,64,0,21.85,PE,1651354254
321,mathbaria,22.2876,89.9593,78.21,86,4,5.59,BD,1651354254
322,russell,32.3502,-85.1999,84.06,45,20,9.22,US,1651354230
323,berdigestyakh,62.0989,126.6992,32.02,78,8,7,RU,1651354255
324,pemba,-12.974,40.5178,75.79,77,1,11.92,MZ,1651354256
325,ponta do sol,32.6667,-17.1,64.94,66,0,2.8,PT,1651354256
326,havre-saint-pierre,50.2334,-63.5986,37.76,81,100,21.85,CA,1651354257
327,clyde river,70.4692,-68.5914,17.83,86,100,5.75,CA,1651354258
328,high level,58.5169,-117.136,44.71,57,75,8.05,CA,1651354222
329,porbandar,21.6422,69.6093,82.65,85,1,13.98,IN,1651354258
330,formoso do araguaia,,,,,,,,
331,soe,-9.8607,124.284,65.75,94,43,4.03,ID,1651354259
332,mergui,,,,,,,,
333,dovers,12.8833,-61.1833,81.99,77,95,15.79,VC,1651354260
334,saint-jean-de-luz,43.3891,-1.6581,54.97,92,40,2.3,FR,1651354261
335,rudbar,30.15,62.6,86,22,34,6.69,AF,1651354262
336,birjand,32.8663,59.2211,70.27,40,100,6.91,IR,1651354262
337,gafargaon,24.4333,90.5667,72.34,87,61,4.63,BD,1651354263
338,fortuna,40.5982,-124.1573,56.52,74,100,8.05,US,1651354264
339,bengkulu,-3.8004,102.2655,75.2,91,93,5.79,ID,1651354264
340,nadvoitsy,63.8667,34.3167,24.19,99,82,3.87,RU,1651354265
341,port moresby,-9.4431,147.1797,76.42,94,40,2.3,PG,1651354262
342,tumannyy,,,,,,,,
343,flinders,-34.5833,150.8552,53.58,78,0,3,AU,1651354266
344,aguimes,27.9054,-15.4461,64.94,68,20,23.02,ES,1651354267
345,viedma,-40.8135,-62.9967,55.11,39,90,7.49,AR,1651354267
346,margate,51.3813,1.3862,45.66,76,100,1.01,GB,1651354256
347,rawannawi,,,,,,,,
348,nome,64.5011,-165.4064,50.07,41,0,6.91,US,1651354268
349,jalna,19.8333,75.8833,85.3,28,2,13.2,IN,1651354269
350,tapes,-30.6733,-51.3958,63.36,73,97,7.18,BR,1651354270
351,zhuhai,22.2769,113.5678,76.05,88,40,16.11,CN,1651354270
352,basco,20.4487,121.9702,81.99,74,39,10.74,PH,1651354271
353,balkanabat,39.5108,54.3671,66.43,73,100,4.03,TM,1651354271
354,lodja,-3.4833,23.4333,71.83,90,89,1.41,CD,1651354272
355,lavrentiya,65.5833,-171,27.54,82,99,13.18,RU,1651354273
356,husavik,66.0449,-17.3389,47.93,66,100,9.28,IS,1651354273
357,canico,32.6333,-16.85,66.27,62,20,11.5,PT,1651354274
358,umzimvubu,,,,,,,,
359,mayo,38.8876,-76.5119,63.77,35,0,9.22,US,1651354275
360,sorong,-0.8833,131.25,78.6,87,100,5.35,ID,1651354275
361,waingapu,-9.6567,120.2641,77.4,87,72,6.64,ID,1651354276
362,morro bay,35.3658,-120.8499,75.38,53,8,7,US,1651354189
363,haibowan,,,,,,,,
364,macaboboni,,,,,,,,
365,krasnaya gorka,55.1962,56.6673,40.37,59,100,2.26,RU,1651354277
366,kurikka,62.6167,22.4167,38.55,88,99,1.95,FI,1651354278
367,belaya gora,68.5333,146.4167,20.91,89,76,3.83,RU,1651354278
368,nago,26.5881,127.9761,69.87,84,100,10.96,JP,1651354279
369,carroll,39.5501,-77.0164,65.07,27,100,3,US,1651354280
370,diamantino,-14.4086,-56.4461,81.48,47,84,2.93,BR,1651354281
371,deputatskiy,69.3,139.9,15.06,82,24,2.75,RU,1651354281
372,songjianghe,42.1859,127.479,34.11,72,58,4.47,CN,1651354282
373,benguela,-12.5763,13.4055,77.18,87,98,2.51,AO,1651354283
374,kargopol,61.5071,38.9456,29.5,97,100,5.68,RU,1651354283
375,baruun-urt,46.6806,113.2792,42.87,83,99,2.68,MN,1651354284
376,zeya,53.75,127.2667,35.91,48,54,3.31,RU,1651354284
377,seddon,-37.8068,144.8916,53.46,83,100,11.5,AU,1651354285
378,alofi,-19.0595,-169.9187,76.89,94,93,3.44,NU,1651354286
379,parrita,9.5201,-84.3225,81.46,79,100,4.56,CR,1651354286
380,erenhot,43.6475,111.9767,46.44,46,70,8.7,CN,1651354287
381,azogues,-2.7333,-78.8333,57.15,96,100,4.54,EC,1651354287
382,miles city,46.4083,-105.8406,58.17,51,100,9.22,US,1651354288
383,socorro,31.6546,-106.3033,83.66,6,0,13.8,US,1651354289
384,bubaque,11.2833,-15.8333,77.11,72,62,12.57,GW,1651354289
385,suhbaatar,50.2314,106.2078,48.34,56,66,2.84,MN,1651354290
386,galesong,-5.3166,119.3661,75.22,82,68,4.34,ID,1651354291
387,honningsvag,70.9821,25.9704,28.15,74,75,6.91,NO,1651354292
388,borovoy,55.4333,86.0833,54.68,40,100,4.47,RU,1651354292
389,tyukhtet,56.5389,89.3011,49.39,91,100,10.38,RU,1651354293
390,manapparai,10.6,78.4167,85.06,69,78,1.72,IN,1651354294
391,lakhdenpokhya,61.5198,30.1992,37.74,87,97,8.93,RU,1651354294
392,poum,-20.2333,164.0167,76.26,77,1,5.7,NC,1651354295
393,porto belo,-27.1578,-48.5531,67.05,77,94,3.38,BR,1651354295
394,oranjestad,12.524,-70.027,85.95,74,20,27.63,AW,1651354119
395,balestrand,61.2076,6.5334,36.99,87,85,2.57,NO,1651354296
396,svetlaya,46.5389,138.3297,38.3,79,100,10.31,RU,1651354297
397,kankaanpaa,61.8,22.4167,38.16,82,96,4.72,FI,1651354298
398,narsaq,60.9167,-46.05,55.62,69,35,2.55,GL,1651354298
399,neepawa,50.2289,-99.4664,46.8,97,100,20.62,CA,1651354299
400,urumqi,43.801,87.6005,67.15,11,0,26.84,CN,1651354300
401,lensk,60.7253,114.9278,36.54,100,100,3.94,RU,1651354300
402,pevek,69.7008,170.3133,6.71,94,96,6.29,RU,1651354301
403,tahe,52.3333,124.7333,32.68,35,4,1.68,CN,1651354302
404,khonuu,,,,,,,,
405,thompson,55.7435,-97.8558,41.16,60,100,10.36,CA,1651354302
406,narasannapeta,18.4167,84.05,79.72,94,17,8.86,IN,1651354303
407,abu kamal,34.4506,40.9171,78.64,31,38,13.65,SY,1651354303
408,iqaluit,63.7506,-68.5145,23.7,85,75,10.36,CA,1651354200
409,nizhniy baskunchak,48.2198,46.8311,53.11,50,48,8.75,RU,1651354304
410,tomohon,1.3346,124.8392,67.14,88,99,2.08,ID,1651354305
411,broken hill,-31.95,141.4333,47.91,87,0,4.61,AU,1651354306
412,dax,43.75,-1.1667,52.99,94,100,2.3,FR,1651354306
413,port elizabeth,-33.918,25.5701,61.32,74,6,5.01,ZA,1651354307
414,udomlya,57.8794,34.9925,30.78,73,93,4.61,RU,1651354307
415,rungata,,,,,,,,
416,hammerfest,70.6634,23.6821,28.85,86,100,12.66,NO,1651354308
417,amahai,-3.3333,128.9167,79.2,83,21,3.11,ID,1651354309
418,ha tinh,18.3333,105.9,74.84,96,100,1.86,VN,1651354310
419,santa fe,-31.6333,-60.7,59.41,66,91,3,AR,1651354310
420,port blair,11.6667,92.75,78.84,94,40,2.3,IN,1651354311
421,quelimane,-17.8786,36.8883,73.35,88,0,2.3,MZ,1651354311
422,parras,,,,,,,,
423,kavieng,-2.5744,150.7967,82.98,71,99,2.06,PG,1651354312
424,marcona,,,,,,,,
425,manokwari,-0.8667,134.0833,77.13,86,100,7.49,ID,1651354313
426,khani,41.9563,42.9566,45.97,97,74,0.43,GE,1651354313
427,kamenskoye,,,,,,,,
428,suntar,62.1444,117.6319,36.57,99,99,4.68,RU,1651354314
429,portland,45.5234,-122.6762,53.74,82,100,6.91,US,1651354118
430,phulabani,20.4667,84.2333,83.32,31,69,5.53,IN,1651354315
431,ijero,6.4819,3.3803,82.63,83,20,2.3,NG,1651354315
432,asfi,32.2994,-9.2372,63.19,79,100,9.8,MA,1651354316
433,da nang,16.0678,108.2208,78.78,94,40,0,VN,1651354063
434,nouadhibou,20.931,-17.0347,64.38,88,99,14.97,MR,1651354317
435,marrakesh,31.6315,-8.0083,73.47,35,0,9.22,MA,1651354318
436,moose factory,51.2585,-80.6094,40.98,52,0,16.11,CA,1651354318
437,touros,-5.1989,-35.4608,80.4,74,15,15.59,BR,1651354147
438,hambantota,6.1241,81.1185,77.34,100,20,0,LK,1651354319
439,atambua,-9.1061,124.8925,72.59,89,99,4.52,ID,1651354320
440,tairua,-37.0167,175.85,62.76,83,55,8.37,NZ,1651354320
441,alta floresta,-9.8756,-56.0861,78.13,79,43,4.65,BR,1651354136
442,oum hadjer,13.2954,19.6966,93.07,24,89,0.76,TD,1651354321
443,siirt,37.9326,41.9403,59.86,72,100,3.2,TR,1651354322
444,pedernales,18.0384,-71.744,79.32,74,80,3.29,DO,1651354323
445,ballina,-28.8667,153.5667,64.22,96,100,8.05,AU,1651354286
446,fayaoue,-20.65,166.5333,77.41,83,100,21.12,NC,1651354324
447,itaqui,-29.1253,-56.5531,59.23,86,91,8.34,BR,1651354324
448,bunumbu,8.1667,-10.8667,75.87,89,79,4.27,SL,1651354325
449,kahului,20.8947,-156.47,79.27,69,40,16.11,US,1651354325
450,astana,51.1801,71.446,53.55,66,0,13.42,KZ,1651354326
451,morki,56.4303,48.9947,31.24,93,47,6.29,RU,1651354327
452,san quintin,30.4833,-115.95,66.4,65,81,12.95,MX,1651354328
453,auki,-8.7676,160.7034,81.9,79,100,0.56,SB,1651354328
454,gua musang,4.8823,101.9644,73.9,99,98,1.59,MY,1651354329
455,te anau,-45.4167,167.7167,55.02,92,100,8.16,NZ,1651354330
456,nyurba,63.2842,118.3319,36.25,90,98,7.34,RU,1651354331
457,mahajanga,-15.7167,46.3167,77.58,80,0,8.75,MG,1651354331
458,constitucion,-35.3333,-72.4167,54.91,66,2,11.45,CL,1651354323
459,la ronge,55.1001,-105.2842,44.85,61,40,11.5,CA,1651354231
460,gornopravdinsk,60.05,69.9,29.34,74,14,4.32,RU,1651354332
461,nordhorn,52.4333,7.0833,48.69,84,87,7.49,DE,1651354333
462,maniitsoq,65.4167,-52.9,24.96,71,0,12.28,GL,1651354334
463,sehithwa,-20.4667,22.7167,67.66,41,30,4.52,BW,1651354334
464,outjo,-20.1167,16.15,65.77,47,19,6.69,NA,1651354335
465,bukama,-9.2,25.85,68.29,89,21,1.97,CD,1651354336
466,shagonar,51.5333,92.8,48.88,45,39,0.49,RU,1651354336
467,lamar,33.6668,-95.5836,80.51,36,0,10.36,US,1651354337
468,karauzyak,,,,,,,,
469,kikwit,-5.041,18.8162,70.81,96,56,0.47,CD,1651354338
470,codrington,-38.2667,141.9667,58.57,82,99,12.19,AU,1651354338
471,kilindoni,-7.9139,39.6668,81.81,72,62,15.9,TZ,1651354339
472,bud,39.447,-86.1758,77.05,57,100,15.19,US,1651354340
473,nuuk,64.1835,-51.7216,27.21,63,20,13.8,GL,1651354340
474,oxapampa,-10.5775,-75.4017,62.35,96,73,1.57,PE,1651354341
475,araouane,18.9048,-3.5265,83.82,9,1,9.51,ML,1651354341
476,quedlinburg,51.7833,11.15,52.36,86,34,5.48,DE,1651354342
477,dukat,62.55,155.55,21.74,86,77,1.16,RU,1651354343
478,tubruq,,,,,,,,
479,yarada,17.65,83.2667,84.52,89,40,3.44,IN,1651354344
480,dinsor,,,,,,,,
481,afmadu,,,,,,,,
482,omsukchan,62.5333,155.8,21.94,88,93,0.98,RU,1651354345
483,den helder,52.9599,4.7593,44.33,82,68,3.44,NL,1651354345
484,cayenne,4.9333,-52.3333,83.08,22,75,10.36,GF,1651354207
485,okandja,,,,,,,,
486,trofors,65.5333,13.4063,22.26,94,19,4.81,NO,1651354346
487,morant bay,17.8815,-76.4093,83.82,72,24,11.41,JM,1651354347
488,malko tarnovo,41.9833,27.5333,43.59,99,23,4.88,BG,1651354348
489,khash,28.2211,61.2158,73.06,36,100,3.24,IR,1651354348
490,la solana,38.9442,-3.2381,58.48,71,99,7.9,ES,1651354349
491,zapolyarnyy,69.4154,30.8136,24.08,92,68,6.69,RU,1651354349
492,gaya,24.7833,85,78.71,69,6,9.22,IN,1651354350
493,fomboni,-12.28,43.7425,81.18,79,15,17.34,KM,1651354351
494,labuhan,-6.8844,112.2051,79.11,89,100,9.42,ID,1651354351
495,ulagan,50.6321,87.9563,42.62,53,100,2.68,RU,1651354352
496,harper,4.375,-7.7169,80.98,79,100,6.64,LR,1651354353
497,ayr,55.4627,-4.6339,51.6,93,100,14.97,GB,1651354353
498,saint-francois,46.4154,3.9054,44.04,81,0,5.75,FR,1651354354
499,marshall,34.3834,-86.3333,79.57,50,0,8.05,US,1651354099
500,val,47.3626,18.6793,58.39,63,91,4.27,HU,1651354355
501,beringovskiy,63.05,179.3167,25.14,92,100,18.75,RU,1651354356
502,drayton valley,53.2168,-114.9854,46.89,68,100,11.72,CA,1651354265
503,floro,61.5996,5.0328,44.56,76,100,6.91,NO,1651354357
504,san cristobal,7.7669,-72.225,77.18,93,99,5.1,VE,1651354357
505,college,64.8569,-147.8028,54.27,32,40,13.8,US,1651354358
506,boa vista,2.8197,-60.6733,85.98,62,20,9.22,BR,1651354359
507,lekoni,-1.5843,14.2591,76.96,71,61,1.43,GA,1651354359
508,ust-kut,56.7938,105.7672,42.6,97,99,4.52,RU,1651354360
509,dhidhdhoo,6.8833,73.1,85.3,72,100,11.34,MV,1651354361
510,alta,69.9689,23.2717,28.18,76,75,4.61,NO,1651354272
511,victor harbor,-35.5667,138.6167,54.68,85,3,10.13,AU,1651354363
512,jining,35.405,116.5814,46.29,47,66,6.64,CN,1651354363
513,paamiut,61.994,-49.6678,32.97,95,83,14.25,GL,1651354364
514,ngukurr,,,,,,,,
515,frolovo,49.7713,43.6622,45.39,60,97,11.74,RU,1651354365
516,buraydah,26.326,43.975,79.25,36,2,12.19,SA,1651354279
517,poya,-21.35,165.15,76.8,72,0,3.27,NC,1651354365
518,sao domingos,-13.3983,-46.3183,75.9,44,41,3.83,BR,1651354366
519,odweyne,9.4092,45.064,77.68,57,96,2.13,SO,1651354367
520,anloga,5.7947,0.8973,83.08,76,30,11.59,GH,1651354368
521,yeppoon,-23.1333,150.7333,67.78,87,87,10.67,AU,1651354369
522,nefteyugansk,61.0998,72.6035,29.66,73,7,8.41,RU,1651354369
523,kharp,66.8014,65.8081,6.85,88,32,3.42,RU,1651354370
524,palabuhanratu,,,,,,,,
525,mount gambier,-37.8333,140.7667,57.11,94,100,10.36,AU,1651354370
526,magadan,59.5667,150.8,33.53,69,10,3.85,RU,1651354371
527,vestmannaeyjar,63.4427,-20.2734,46.35,86,38,16.26,IS,1651354371
528,skalistyy,,,,,,,,
529,avera,33.194,-82.5271,81.64,42,15,7.99,US,1651354372
530,jizan,17.3333,42.6667,86.94,53,12,4.59,SA,1651354373
531,jacareacanga,-6.2222,-57.7528,76.17,92,99,2.44,BR,1651354373
532,nhulunbuy,-12.2333,136.7667,81.21,74,45,11.5,AU,1651354374
533,solnechnyy,50.7214,136.6319,32.86,71,52,7.34,RU,1651354375
534,los llanos de aridane,28.6585,-17.9182,62.13,86,0,16.11,ES,1651354375
535,bathsheba,13.2167,-59.5167,83.01,74,20,13.8,BB,1651354376
536,dinajpur,25.6272,88.6386,72.23,82,94,10.45,BD,1651354376
537,isangel,-19.55,169.2667,80.71,89,100,2.3,VU,1651354377
538,volot,57.9278,30.7025,33.67,62,84,3.74,RU,1651354377
539,manono,-7.3,27.4167,70.23,87,35,2.82,CD,1651354378
540,tupi paulista,-21.3811,-51.5706,79.07,51,74,7.27,BR,1651354378
541,orsk,51.2049,58.5668,49.1,100,100,6.71,RU,1651354379
542,constantine,36.365,6.6147,49.41,57,0,4.61,DZ,1651354380
543,saint-denis,48.9167,2.3333,51.06,59,0,8.05,FR,1651354380
544,kenora,49.8167,-94.4337,45.57,87,100,13.8,CA,1651354229
545,paso de los toros,-32.8167,-56.5167,55.78,70,100,6.38,UY,1651354381
546,olinda,-8.0089,-34.8553,78.53,83,100,8.05,BR,1651354382
547,asau,46.4333,26.4,44.94,99,71,2.66,RO,1651354382
548,torbay,47.6666,-52.7314,38.98,96,100,3.44,CA,1651354231
549,mashivka,49.4431,34.8669,46.45,72,54,5.68,UA,1651354383
550,bokspits,,,,,,,,
551,dahuk,36.8695,42.994,63,67,100,4.99,IQ,1651354384
552,port pirie,-33.1833,138.0167,48.29,66,2,1.83,AU,1651354384
553,opuwo,-18.0607,13.84,71.51,36,61,3.78,NA,1651354385
554,jos,9.9167,8.9,73.02,59,100,3.58,NG,1651354386
555,yerbogachen,61.2767,108.0108,33.58,94,100,3.42,RU,1651354387
556,verkhnyaya inta,65.9811,60.3094,24.57,73,35,12.44,RU,1651354388
557,petropavlovsk-kamchatskiy,53.0452,158.6483,36.19,65,40,6.71,RU,1651354388
558,bursol,,,,,,,,
559,palafrugell,41.9174,3.1631,58.89,17,37,6.44,ES,1651354389
560,magdalena milpas altas,14.5453,-90.6753,73.94,47,40,11.5,GT,1651354390
561,morondava,-20.2833,44.2833,72.77,76,0,9.35,MG,1651354391
562,kushiro,42.975,144.3747,42.31,55,100,6.51,JP,1651354391
563,vila velha,-20.3297,-40.2925,77.95,84,20,3.44,BR,1651354316
564,sobolevo,54.4299,31.8996,37.54,67,40,3.11,RU,1651354392
565,mount isa,-20.7333,139.5,69.57,73,46,9.22,AU,1651354290
566,faanui,-16.4833,-151.75,81.18,72,9,14.16,PF,1651354393
567,balimo,,,,,,,,
568,qaqortoq,60.7167,-46.0333,37.9,83,56,3.42,GL,1651354394
569,moyo,3.6609,31.7247,66.34,89,96,3.24,UG,1651354395
570,kununurra,-15.7667,128.7333,80.58,89,100,4.61,AU,1651354395
571,greenville,35.6127,-77.3663,68.49,68,100,6.91,US,1651354198
572,uyemskiy,64.4743,40.8524,26.06,100,40,2.24,RU,1651354396
573,flin flon,54.7682,-101.865,55.24,44,75,0,CA,1651354397
574,bahia honda,22.9036,-83.1592,82.17,54,6,14.18,CU,1651354398
575,kamina,-8.7386,24.9906,62.8,96,42,1.83,CD,1651354399
576,swan hill,-35.3378,143.5544,53.37,73,6,4.09,AU,1651354399
577,ladnun,27.65,74.3833,86.83,23,5,9.82,IN,1651354400
578,namtsy,62.7161,129.6658,29.88,82,25,5.68,RU,1651354401
579,byron bay,-28.65,153.6167,64.26,89,100,11.52,AU,1651354375
580,zyryanovsk,49.7386,84.2719,50.77,52,100,3,KZ,1651354402
581,peterhead,57.5058,-1.7981,46.8,96,100,17.87,GB,1651354402
582,sangre grande,10.5835,-61.1177,84.16,72,99,9.15,TT,1651354403
583,sorland,67.667,12.6934,37.94,68,54,11.43,NO,1651354403
584,aykino,62.2248,49.9922,23.14,91,13,4.38,RU,1651354404
585,kabinda,-6.1333,24.4833,68.31,93,100,1.95,CD,1651354404
586,plettenberg bay,-34.0527,23.3716,57.61,76,3,6.4,ZA,1651354405
587,posse,-14.0931,-46.3694,73.74,42,41,3.94,BR,1651354406
588,pimentel,-6.8367,-79.9342,71.89,68,0,23.02,PE,1651354406
589,severo-yeniseyskiy,60.3725,93.0408,26.04,96,100,4.61,RU,1651354407
590,astoria,46.1879,-123.8313,54.41,86,75,13.8,US,1651354407
591,komsomolskiy,40.4272,71.7189,66.92,59,24,4.61,UZ,1651354408
592,gat,31.61,34.7642,63.81,100,0,10.76,IL,1651354144
593,smolenka,52.1352,113.4974,37.47,87,96,2.24,RU,1651354408
594,westport,41.1415,-73.3579,64.08,27,0,10.36,US,1651354409
595,jasper,37.2001,-94.3502,69.96,49,75,18.41,US,1651354410
596,phan rang,,,,,,,,
597,rock sound,24.9,-76.2,76.33,62,0,13.06,BS,1651354411
598,lavumisa,-27.31,31.892,59.95,86,0,4.97,SZ,1651354411
599,riyadh,24.6877,46.7219,75.34,27,0,3.8,SA,1651354344
600,terrace,54.5163,-128.6035,64.31,29,40,4.61,CA,1651354412
601,menongue,-14.6585,17.691,59,62,6,4.54,AO,1651354413
602,salinas,36.6777,-121.6555,64.29,63,0,12.66,US,1651354149
603,jibuti,11.5,42.5,77.63,76,19,6.6,DJ,1651354413
604,eseka,3.65,10.7667,73.08,99,66,1.25,CM,1651354414
605,carrollton,32.9537,-96.8903,83.01,29,0,11.5,US,1651354174
606,hobyo,5.3505,48.5268,84.45,72,56,10.74,SO,1651354415
607,kolosovka,56.4678,73.611,37.8,58,99,11.61,RU,1651354415
608,kuvshinovo,57.0295,34.1725,30.11,69,90,4.18,RU,1651354416
609,camopi,3.1655,-52.3158,74.35,89,33,3.67,GF,1651354417
610,tual,-5.6667,132.75,84.52,72,78,15.28,ID,1651354417
611,caravelas,-17.7125,-39.2481,74.8,79,3,4.9,BR,1651354418
612,nioro,13.35,-15.75,84.34,36,88,9.28,GM,1651354418
613,murchison,-41.8,172.3333,56.34,90,97,0.81,NZ,1651354419
614,krapina,46.1608,15.8789,52.43,72,98,2.46,HR,1651354420
615,vaitupu,,,,,,,,
616,klyuchi,52.2667,79.1667,57.47,38,80,6.62,RU,1651354421
617,matara,5.9485,80.5353,79.79,89,98,9.6,LK,1651354421
618,saint-joseph,-21.3667,55.6167,75.58,78,19,6.71,RE,1651354422
619,yakeshi,49.2833,120.7333,32.7,43,5,3.18,CN,1651354422
620,antalaha,-14.9003,50.2788,72.28,93,9,5.03,MG,1651354423
621,tuggurt,,,,,,,,
622,brigantine,39.4101,-74.3646,59.04,52,0,10.36,US,1651354424
623,ola,59.5833,151.2833,34.14,65,5,5.44,RU,1651354424
624,mirnyy,62.5353,113.9611,33.24,93,60,7,RU,1651354425
625,cabrero,-37.0333,-72.4,60.75,46,0,8.32,CL,1651354134
626,moerai,-22.4333,-151.3333,78.3,67,65,8.14,PF,1651354426
627,saint-augustin,51.226,-58.6502,38.61,88,100,15.9,CA,1651354427
628,bandundu,-3.3167,17.3667,73.6,84,77,2.91,CD,1651354427
629,keti bandar,24.1447,67.4497,83.35,80,2,17.45,PK,1651354428
630,raudeberg,61.9875,5.1352,37.89,88,53,4.09,NO,1651354428
631,dzhankoy,45.7167,34.4,52.47,74,84,11.43,UA,1651354429
632,vangaindrano,-23.35,47.6,70.63,89,79,4.43,MG,1651354430
633,andenes,69.3143,16.1194,30.18,100,100,10.36,NO,1651354327
634,sao jose da coroa grande,-8.8978,-35.1478,77.43,80,100,8.46,BR,1651354431
